	Age	Current Position	Name	Price	Shares Traded	Since	symbol
5	45.0	Chief Technology Officer	Paul Fipps			2017.0	UAA.N
6	57.0	General Counsel, Corporate Secretary	John Stanton			2017.0	UAA.N
7	54.0	Chief Supply Chain Officer	Colin Browne			2017.0	UAA.N
8	81.0	Lead Independent Director	Alvin Krongard			2006.0	UAA.N
9	60.0	Director	Mohamed El-Erian			2018.0	UAA.N
10	59.0	Independent Director	George Bodenheimer			2014.0	UAA.N
11	56.0	Independent Director	Douglas Coltharp			2004.0	UAA.N
12	59.0	Independent Director	Jerri DeVard				UAA.N
13	61.0	Independent Director	Karen Katz			2014.0	UAA.N
14	56.0	Independent Director	William McDermott			2005.0	UAA.N
15	66.0	Independent Director	Eric Olson			2012.0	UAA.N
16	68.0	Independent Director	Harvey Sanders			2004.0	UAA.N
0	55.0	Chairman of the Board, President, Chief Executive Officer of Union Pacific Corporation and the Railroad	Lance Fritz			2015.0	UNP.N
1	60.0	Executive Vice President, Chief Financial Officer of UPC and the Railroad	Robert Knight			2004.0	UNP.N
2		Chief Human Resource Officer, Senior Vice President	Sherrye Hutcherson			2017.0	UNP.N
3	48.0	Executive Vice President, Chief Legal Officer, Corporate Secretary	Rhonda Ferguson			2017.0	UNP.N
4	51.0	Chief Strategy Officer, Executive Vice President	Lynden Tennison			2018.0	UNP.N
5	52.0	Executive Vice President, Chief Human Resources Officer of the Railroad	Elizabeth Whited			2018.0	UNP.N
6		Senior Vice President – Corporate Relations, Chief Administrative Officer	Scott Moore			2017.0	UNP.N
7	47.0	Vice President, Controller, Chief Accounting Officer, Controller of the Railroad	Todd Rynaski			2015.0	UNP.N
8		Vice President - Harriman Dispatching Center and Network Operations	David Giandinoto			2018.0	UNP.N
9		Vice President - Industrial	Kari Kirchhoefer			2018.0	UNP.N
10	46.0	Executive Vice President – Operations of the Railroad	Thomas Lischer			2018.0	UNP.N
11	46.0	Executive Vice President – Marketing and Sales of the Railroad	Kenyatta Rocker			2018.0	UNP.N
12	66.0	Lead Independent Director	Michael McCarthy			2016.0	UNP.N
13	70.0	Independent Director	Andrew Card			2006.0	UNP.N
14	73.0	Independent Director	Erroll Davis			2004.0	UNP.N
15	62.0	Independent Director	William DeLaney			2018.0	UNP.N
16	67.0	Independent Director	David Dillon			2014.0	UNP.N
17	63.0	Independent Director	Deborah Hopkins			2017.0	UNP.N
18	61.0	Independent Director	Jane Lute			2016.0	UNP.N
19	71.0	Independent Director	Thomas Mclarty			2006.0	UNP.N
20	51.0	Independent Director	Bhavesh Patel			2017.0	UNP.N
21	64.0	Independent Director	Jose Villarreal			2009.0	UNP.N
22		Assistant Vice President – Investor Relations	Mike Staffenbeal				UNP.N
0	59.0	Chief Executive Officer, Director	Oscar Munoz			2016.0	UAL.OQ
1	60.0	Chief Financial Officer, Executive Vice President	Gerald Laderman			2018.0	UAL.OQ
2	50.0	President of United Airlines	J. Scott Kirby			2016.0	UAL.OQ
3	52.0	Chief Operating Officer, Executive Vice President	Gregory Hart			2014.0	UAL.OQ
4	48.0	Executive Vice President, Chief Administrative Officer and General Counsel	Brett Hart			2017.0	UAL.OQ
5	49.0	Executive Vice President Human Resources and Labor Relations	Kate Gebo			2017.0	UAL.OQ
6	53.0	Executive Vice President Technology and Chief Digital Officer	Linda Jojo			2017.0	UAL.OQ
7	48.0	Executive Vice President and Chief Commercial Officer	Andrew Nocella			2017.0	UAL.OQ
8	53.0	Vice President, Controller	Chris Kenny			2010.0	UAL.OQ
9	53.0	Lead Independent Director	Edward Shapiro			2018.0	UAL.OQ
10	49.0	Director	Todd Insler			2016.0	UAL.OQ
11	61.0	Director	Sito Pantoja			2016.0	UAL.OQ
12	66.0	Independent Director	Carolyn Corvi			2010.0	UAL.OQ
13	74.0	Independent Director	Jane Garvey			2009.0	UAL.OQ
14	46.0	Independent Director	Barnaby Harford			2016.0	UAL.OQ
15	66.0	Independent Director	Michele Hooper			2018.0	UAL.OQ
16	65.0	Independent Director	Walter Isaacson			2006.0	UAL.OQ
17	64.0	Independent Director	James Kennedy			2016.0	UAL.OQ
18	54.0	Independent Director	William Nuti			2013.0	UAL.OQ
19	53.0	Independent Director	Edward Philip			2016.0	UAL.OQ
20	71.0	Independent Director	David Vitale			2006.0	UAL.OQ
21	50.0	Independent Director	James Whitehurst			2016.0	UAL.OQ
22		Managing Director Investor Relations	Michael Leskinen			2018.0	UAL.OQ
0	62.0	Chairman of the Board, Chief Executive Officer and Director	David Abney			2016.0	UPS.N
1	56.0	Chief Financial Officer, Senior Vice President, Treasurer	Richard Peretz			2015.0	UPS.N
2	57.0	Chief Operating Officer, Senior Vice President	James Barber			2018.0	UPS.N
3	54.0	Chief Human Resource Officer, Senior Vice President, Labor Relations	Teri McClure			2016.0	UPS.N
4	51.0	Senior Vice President, Chief Information Officer	Juan Perez			2016.0	UPS.N
5	50.0	Senior Vice President, General Counsel, Secretary	Norman Brothers			2016.0	UPS.N
6	49.0	Senior Vice President - Worldwide Sales and Solutions	Kathleen Gutmann			2014.0	UPS.N
7	55.0	Senior Vice President - Global Engineering and Sustainability	Mark Wallace			2015.0	UPS.N
8	55.0	Chief Marketing Officer	Kevin Warren			2018.0	UPS.N
9	56.0	Chief Transformation Officer	Scott Price			2017.0	UPS.N
10	69.0	Lead Independent Director	William Johnson			2016.0	UPS.N
11	58.0	Director	Christiana Shi			2018.0	UPS.N
12	59.0	Independent Director	Rodney Adkins			2013.0	UPS.N
13	66.0	Independent Director	Michael Burns			2005.0	UPS.N
14	71.0	Independent Director	Candace Kendle			2011.0	UPS.N
15	58.0	Independent Director	Ann Livermore			1997.0	UPS.N
16	72.0	Independent Director	Rudolph Markham			2007.0	UPS.N
17	64.0	Independent Director	Franck Moison			2017.0	UPS.N
18	71.0	Independent Director	Clark Randt			2010.0	UPS.N
19	55.0	Independent Director	John Stankey			2014.0	UPS.N
20	61.0	Independent Director	Carol Tome			2003.0	UPS.N
21	47.0	Independent Director	Kevin Warsh			2012.0	UPS.N
22		Investor Relations Officer	Scott Childress			2016.0	UPS.N
0	75.0	Independent Chairman of the Board	Jenne Britell			2008.0	URI.N
1	53.0	President, Chief Operating Officer	Matthew Flannery			2018.0	URI.N
2	64.0	Chief Executive Officer, Director	Michael Kneeland			2018.0	URI.N
3	45.0	Chief Financial Officer, Principal Accounting Officer	Jessica Graziano			2018.0	URI.N
4	48.0	Executive Vice President—Chief Administrative and Legal Officer	Craig Pintoff			2017.0	URI.N
5	50.0	Executive Vice President -Business Services, Chief Information Officer	Dale Asplund			2017.0	URI.N
6		Executive Vice President - Sales and Specialty Operations	Paul McDonnell			2018.0	URI.N
7	60.0	Senior Vice President—Business Development	Jeffrey Fenton			2013.0	URI.N
8	46.0	Director	Marc Bruno				URI.N
9	66.0	Director	Gracia Martore			2017.0	URI.N
10	55.0	Independent Director	Jose Alvarez			2009.0	URI.N
11	69.0	Independent Director	Bobby Griffin			2009.0	URI.N
12		Independent Director	Kim Jones			2018.0	URI.N
13	56.0	Independent Director	Terri Kelly				URI.N
14	66.0	Independent Director	Singleton McAllister			2004.0	URI.N
15	55.0	Independent Director	Jason Papastavrou			2005.0	URI.N
16	60.0	Independent Director	Filippo Passerini			2009.0	URI.N
17	66.0	Independent Director	Donald Roof			2012.0	URI.N
18	40.0	Independent Director	Shiv Singh				URI.N
19		Vice President, Investor Relations	Ted Grace			2017.0	URI.N
0	58.0	Chairman of the Board, President, Chief Executive Officer	Gregory Hayes			2016.0	UTX.N
1	56.0	Executive Vice President and Chief Financial Officer	Akhil Johri			2015.0	UTX.N
2	48.0	President - UTC Aerospace Systems	David Gitlin			2015.0	UTX.N
3	61.0	President - Pratt & Whitney	Robert Leduc			2016.0	UTX.N
4	54.0	President - Otis	Judy Marks			2017.0	UTX.N
5	58.0	President - UTC Climate, Controls & Security	Robert McDonough			2015.0	UTX.N
6	61.0	Executive Vice President, Chief Human Resources Officer	Elizabeth Amato			2015.0	UTX.N
7	53.0	Executive Vice President, General Counsel	Charles Gill			2015.0	UTX.N
8	51.0	Executive Vice President - Operations and Strategy	Michael Dumais			2017.0	UTX.N
9		Senior Vice President, Chief Technology Officer	Paul Eremenko			2018.0	UTX.N
10	53.0	Corporate Vice President, Controller	Robert Bailey			2016.0	UTX.N
11	51.0	Corporate Vice President, Treasurer	David Whitehouse			2015.0	UTX.N
12	62.0	Non-Executive Lead Independent Director	Ellen Kullman			2017.0	UTX.N
13	64.0	Independent Director	Lloyd Austin			2016.0	UTX.N
14	56.0	Independent Director	Diane Bryant			2017.0	UTX.N
15	68.0	Independent Director	John Faraci			2005.0	UTX.N
16	70.0	Independent Director	Jean-Pierre Garnier			1997.0	UTX.N
17	69.0	Independent Director	Marshall Larsen			2012.0	UTX.N
18	69.0	Independent Director	Harold McGraw			2003.0	UTX.N
19	48.0	Independent Director	Margaret O'Sullivan			2017.0	UTX.N
20	67.0	Independent Director	Fredric Reynolds			2016.0	UTX.N
21	62.0	Independent Director	Brian Rogers			2016.0	UTX.N
22	71.0	Independent Director	Christine Whitman			2003.0	UTX.N
0	65.0	Executive Chairman of the Board	Stephen Hemsley			2017.0	UNH.N
1	55.0	Chief Executive Officer, Director	David Wichmann			2017.0	UNH.N
2	55.0	Chief Financial Officer, Executive Vice President	John Rex			2016.0	UNH.N
3	53.0	Chief Executive Officer of Optum, Director	Andrew Witty			2018.0	UNH.N
4	64.0	Vice Chairman - UnitedHealth Group	Larry Renfro			2018.0	UNH.N
5	58.0	Executive Vice President, Chief Executive Officer of UnitedHealthcare	Steven Nelson			2017.0	UNH.N
6	66.0	Executive Vice President, Chief Legal Officer	Marianne Short			2013.0	UNH.N
7	60.0	Executive Vice President - Human Capital	D. Ellen Wilson			2013.0	UNH.N
8	45.0	Senior Vice President, Chief Accounting Officer	Thomas Roos			2015.0	UNH.N
9	75.0	Lead Independent Director	Richard Burke			2017.0	UNH.N
10	77.0	Independent Director	William Ballard			1993.0	UNH.N
11	61.0	Independent Director	Timothy Flynn			2017.0	UNH.N
12	66.0	Independent Director	Michele Hooper			2007.0	UNH.N
13	61.0	Independent Director	F. William McNabb			2018.0	UNH.N
14	56.0	Independent Director	Valerie Montgomery Rice			2017.0	UNH.N
15	62.0	Independent Director	Glenn Renwick			2008.0	UNH.N
16	83.0	Independent Director	Kenneth Shine			2009.0	UNH.N
17	74.0	Independent Director	Gail Wilensky			1993.0	UNH.N
18		IR Contact Officer	Frances Jacobs			2013.0	UNH.N
0	80.0	Chairman of the Board, Chief Executive Officer	Alan Miller			2009.0	UHS.N
1	60.0	Chief Financial Officer, Executive Vice President, Secretary	Steve Filton			2017.0	UHS.N
2	62.0	Executive Vice President, President of Behavioral Health Care Division	Debra Osteen			2017.0	UHS.N
3	64.0	Executive Vice President, President of Acute Care Division	Marvin Pember			2017.0	UHS.N
4	47.0	President, Director	Marc Miller			2009.0	UHS.N
5	62.0	Director	Warren Nimetz			2018.0	UHS.N
6	66.0	Director	Elliot Sussman			2018.0	UHS.N
7	46.0	Independent Director	Lawrence Gibbs			2011.0	UHS.N
8	73.0	Independent Director	Robert Hotz			1991.0	UHS.N
9	55.0	Independent Director	Eileen McDonnell			2013.0	UHS.N
10		Investor Relations Officer	Karen Sterner				UHS.N
0	61.0	Non-Executive Chairman of the Board	Kevin Kabat			2017.0	UNM.N
1	49.0	President, Chief Executive Officer, Director	Richard McKenney			2015.0	UNM.N
2	60.0	Chief Financial Officer, Executive Vice President	John McGarry			2015.0	UNM.N
3	55.0	Executive Vice President, President and Chief Executive Officer - Colonial Life	Timothy Arnold			2015.0	UNM.N
4	51.0	President and Chief Executive Officer ,Unum UK	Peter O'Donnell			2012.0	UNM.N
5	44.0	Executive Vice President, President and Chief Executive Officer, Unum US	Michael Simonds			2013.0	UNM.N
6	58.0	Executive Vice President, Chief Investment Officer	Breege Farrell			2013.0	UNM.N
7	52.0	Executive Vice President, General Counsel	Lisa Iglesias			2015.0	UNM.N
8	56.0	Executive Vice President - Global Services	Christopher Jerome			2013.0	UNM.N
9	54.0	Chief Information and Digital Officer	Puneet Bhasin			2018.0	UNM.N
10	59.0	Independent Director	Theodore Bunting			2013.0	UNM.N
11	71.0	Independent Director	E. Michael Caulfield			2007.0	UNM.N
12	59.0	Independent Director	Susan DeVore			2018.0	UNM.N
13	61.0	Independent Director	Joseph Echevarria			2016.0	UNM.N
14	63.0	Independent Director	Cynthia Egan			2014.0	UNM.N
15	56.0	Independent Director	Timothy Keaney			2012.0	UNM.N
16	68.0	Independent Director	Gloria Larson			2004.0	UNM.N
17	61.0	Independent Director	Ronald O Hanley			2015.0	UNM.N
18	57.0	Independent Director	Francis Shammo			2015.0	UNM.N
19		Senior Vice President - Investor Relations	Thomas White				UNM.N
0	60.0	Chairman of the Board, President, Chief Executive Officer	Joseph Gorder			2014.0	VLO.N
1	54.0	Chief Financial Officer, Executive Vice President	Donna Titzman			2018.0	VLO.N
2	52.0	Chief Operating Officer, Executive Vice President	R. Lane Riggs			2018.0	VLO.N
3	60.0	Executive Vice President, General Counsel	Jay Browning			2014.0	VLO.N
4	50.0	Senior Vice President - Counsel-Public Policy, Strategy & External Communications,	Jason Fraser			2018.0	VLO.N
5	53.0	Senior Vice President–Supply, International Operations and Systems Optimization	Gary Simmons			2014.0	VLO.N
6	68.0	Lead Independent Director	Robert Profusek			2005.0	VLO.N
7	64.0	Independent Director	H. Paulett Eberhart			2016.0	VLO.N
8	51.0	Independent Director	Kimberly Greene			2016.0	VLO.N
9	54.0	Independent Director	Deborah Majoras			2012.0	VLO.N
10	69.0	Independent Director	Donald Nickles			2005.0	VLO.N
11	70.0	Independent Director	Philip Pfeiffer			2012.0	VLO.N
12	71.0	Independent Director	Stephen Waters			2008.0	VLO.N
13	59.0	Independent Director	Randall Weisenburger			2011.0	VLO.N
14	66.0	Independent Director	Rayford Wilkins			2011.0	VLO.N
15		Vice President, Investor Relations	John Locke				VLO.N
0	56.0	Independent Chairman of the Board	R. Andrew Eckert			2014.0	VAR.N
1	58.0	President, Chief Executive Officer, Director	Dow Wilson			2012.0	VAR.N
2	68.0	Vice Chairman of the Board	Timothy Guertin			2012.0	VAR.N
3	49.0	Chief Financial Officer, Senior Vice President - Finance	Gary Bischoping			2017.0	VAR.N
4		President - Varian Oncology Systems	Chris Toth			2018.0	VAR.N
5	58.0	Executive Vice President, President - Proton Solutions Division and Chief Growth Officer	Kolleen Kennedy			2018.0	VAR.N
6	54.0	Senior Vice President, General Counsel, Corporate Secretary	John Kuo			2012.0	VAR.N
7		Senior Vice President - Human Resources and Chief People Officer	Juarez Monroeas			2017.0	VAR.N
8	56.0	Director	Jeffrey Balser			2018.0	VAR.N
9	57.0	Independent Director	Susan Bostrom			2004.0	VAR.N
10	59.0	Independent Director	Judy Bruner			2016.0	VAR.N
11	61.0	Independent Director	Jean-Luc Butel			2017.0	VAR.N
12	55.0	Independent Director	Regina Dugan			2013.0	VAR.N
13	64.0	Independent Director	David Illingworth			2011.0	VAR.N
14		Vice president, IR Contact Officer	Mike Bruff			2018.0	VAR.N
0	60.0	Chairman of the Board, Chief Executive Officer	Debra Cafaro			2010.0	VTR.N
1	50.0	Chief Financial Officer, Executive Vice President	Robert Probst			2015.0	VTR.N
2	60.0	Executive Vice President, Chief Administrative Officer, General Counsel	T. Richard Riney			2012.0	VTR.N
3	46.0	Executive Vice President, Chief Investment Officer	John Cobb			2013.0	VTR.N
4	54.0	Independent Director	Melody Barnes			2014.0	VTR.N
5	64.0	Independent Director	Jay Gellert			2001.0	VTR.N
6	72.0	Independent Director	Richard Gilchrist			2011.0	VTR.N
7	57.0	Independent Director	Matthew Lustig			2011.0	VTR.N
8	61.0	Independent Director	Roxanne Martino			2016.0	VTR.N
9	60.0	Independent Director	Walter Rakowich			2016.0	VTR.N
10	65.0	Independent Director	Robert Reed			2008.0	VTR.N
11	64.0	Presiding Independent Director	James Shelton			2016.0	VTR.N
12		IR Contact Officer	Ryan Shannon			2016.0	VTR.N
0	63.0	Executive Chairman of the Board, President, Chief Executive Officer	D. Bidzos			2011.0	VRSN.OQ
1	57.0	Chief Financial Officer, Executive Vice President	George Kilguss			2016.0	VRSN.OQ
2	54.0	Chief Operating Officer, Executive Vice President	Todd Strubbe			2015.0	VRSN.OQ
3	54.0	Executive Vice President, General Counsel, Secretary	Thomas Indelicarto			2016.0	VRSN.OQ
4	81.0	Lead Independent Director	Louis Simpson			2015.0	VRSN.OQ
5	69.0	Independent Director	Kathleen Cote			2008.0	VRSN.OQ
6	50.0	Independent Director	Thomas Frist			2016.0	VRSN.OQ
7	67.0	Independent Director	Jamie Gorelick			2015.0	VRSN.OQ
8	76.0	Independent Director	Roger Moore			2002.0	VRSN.OQ
9	68.0	Independent Director	Timothy Tomlinson			2007.0	VRSN.OQ
0	60.0	Chairman of the Board, President, Chief Executive Officer	Scott Stephenson			2016.0	VRSK.OQ
1	51.0	Chief Financial Officer, Executive Vice President	Lee Shavel			2017.0	VRSK.OQ
2	52.0	Chief Operating Officer	Mark Anquillare			2016.0	VRSK.OQ
3	58.0	Executive Vice President, General Counsel, Corporate Secretary	Kenneth Thompson			2011.0	VRSK.OQ
4	53.0	Senior Vice President - Corporate Development and Strategy	Vincent de McCarthy			2009.0	VRSK.OQ
5	69.0	Lead Independent Director	Frank Coyne			2016.0	VRSK.OQ
6	62.0	Independent Director	Annell Bay			2016.0	VRSK.OQ
7	60.0	Independent Director	Christopher Foskett			1999.0	VRSK.OQ
8	58.0	Independent Director	Bruce Hansen			2015.0	VRSK.OQ
9	57.0	Independent Director	Kathleen Hogenson			2016.0	VRSK.OQ
10	68.0	Independent Director	Constantine Iordanou			2001.0	VRSK.OQ
11	75.0	Independent Director	John Lehman				VRSK.OQ
12	61.0	Independent Director	Samuel Liss			2005.0	VRSK.OQ
13	65.0	Independent Director	Andrew Mills			2002.0	VRSK.OQ
14	61.0	Independent Director	Therese Vaughan			2013.0	VRSK.OQ
15	69.0	Independent Director	David Wright			1999.0	VRSK.OQ
16		Investor Relations	David Cohen			2017.0	VRSK.OQ
0	63.0	Chairman of the Board	Lowell McAdam			2018.0	VZ.N
1	53.0	Chief Executive Officer, Executive Vice President, Chief Technology Officer and President - Global Networks	Hans Vestberg			2018.0	VZ.N
2	46.0	Chief Financial Officer, Executive Vice President	Matthew Ellis			2016.0	VZ.N
3	59.0	Executive Vice President, Chief Administrative Officer	Marc Reed			2012.0	VZ.N
4	47.0	Executive Vice President and President and CEO - Oath	Timothy Armstrong			2018.0	VZ.N
5	53.0	Executive Vice President, Chief Strategy Officer	Rima Qureshi			2017.0	VZ.N
6	50.0	Executive Vice President – Public Policy and General Counsel	Craig Silliman			2015.0	VZ.N
7	49.0	Senior Vice President, Controller	Anthony Skiadas			2013.0	VZ.N
8		Senior Vice President - corporate development and Verizon Ventures	Chris Bartlett			2018.0	VZ.N
9	71.0	Lead Independent Director	Martha Keeth			2006.0	VZ.N
